Id1,Nome da imagem,Experimento,Skipped,MstoCreate,MstoLabel,Curto,LeftPoca,WidthPoca,TopPoca,HeightPoca,LeftArame,WidthArame,TopArame,HeightArame
clcs0rt3h5uoa07z2h1w5egvp,Img500.bmp,Experimento3,FALSE,4073,4073,0,47,118,113,3,94,23,113,14
clcs0skeo59az07zqcosa0sqc,Img501.bmp,Experimento3,FALSE,13165,13165,0,49,113,117,1,93,24,117,13
clcs0srft581u07xv334029md,Img502.bmp,Experimento3,FALSE,10665,10665,0,48,118,119,2,93,24,119,14
clcs0t1wf0x2307179gw7dawj,Img503.bmp,Experimento3,FALSE,12528,12528,0,50,114,117,1,93,24,117,16
clcs0tcdw0x550717h11kdth0,Img504.bmp,Experimento3,FALSE,20052,20052,0,49,116,118,3,93,24,118,15
clcsd4hrh6zyi08zpd1rccz2i,Img507.bmp,Experimento3,FALSE,14094,14094,0,48,115,113,1,93,24,113,17
clcsd4i5m6hba07y1ez000yiu,Img508.bmp,Experimento3,FALSE,18678,18678,0,56,98,112,15,93,25,112,18
clcsd4vbx6cm307zm1ujy12oc,Img509.bmp,Experimento3,FALSE,10537,10537,0,48,117,113,2,93,24,113,14
clcsd57zn6kfe07zb2cyz2xhq,Img627.bmp,Experimento3,FALSE,9643,9643,0,48,121,112,1,94,23,112,15
clcsd5f0a6kfx07zb8v1w0pui,Img628.bmp,Experimento3,FALSE,8606,8606,0,49,122,110,2,94,23,110,14
clcsd5mqy6he107y170q40d2l,Img629.bmp,Experimento3,FALSE,5369,5369,0,48,120,109,1,93,23,109,14
clcsd5tre4ue507y9bm8s1l8j,Img630.bmp,Experimento3,FALSE,17439,17439,0,48,121,112,1,93,23,112,8
clcsd5zyj5yhg07xv45ufcyiw,Img631.bmp,Experimento3,FALSE,1902,1902,1,50,115,121,1,93,24,121,21
clcsd6bgx37ry07yndjqa9xz5,Img632.bmp,Experimento3,FALSE,4109,4109,1,49,116,127,1,93,24,127,14
clcsd6p9x6gvg07zvb81ift59,Img633.bmp,Experimento3,FALSE,10779,10779,0,33,137,109,4,93,23,109,14
clcsd6wlk1c8608z3av6t42mb,Img634.bmp,Experimento3,FALSE,12423,12423,0,46,125,100,1,93,24,100,16
clcsd76yz3dm407y2e5fk9u65,Img635.bmp,Experimento3,FALSE,11071,11071,0,46,121,102,1,93,23,102,17
clcsd7fng528907xw8g78gegd,Img636.bmp,Experimento3,FALSE,10898,10898,0,43,124,108,1,93,24,108,13
clcsd7pl83dnw07y2b7553ae2,Img637.bmp,Experimento3,FALSE,1192,1192,0,41,127,109,1,92,24,109,15
clcsd7yby4w3m08wh4u54ezey,Img638.bmp,Experimento3,FALSE,16767,16767,0,43,126,113,1,93,24,113,16
clcsd86zl4dys08052ht27by3,Img639.bmp,Experimento3,FALSE,28086,28086,0,45,124,112,2,93,24,112,11
clcsd8k2w3dq507y2c3vo7dz2,Img640.bmp,Experimento3,FALSE,9693,9693,0,47,124,110,4,93,22,110,14
clcsd94d26cwx07zm919v2s50,Img641.bmp,Experimento3,FALSE,1061,1061,0,45,124,115,2,93,23,115,10
clcsd9a914zfe08zqcouo6kwb,Img642.bmp,Experimento3,FALSE,11348,11348,0,47,121,114,1,92,24,114,11
clcsd9j3652dx07xw77tz3ynn,Img643.bmp,Experimento3,FALSE,1229,1229,1,49,122,121,1,92,24,121,20
clcsd9quf2j7k071iaee4h7qb,Img644.bmp,Experimento3,FALSE,16301,16301,0,43,118,113,1,93,23,113,13
clcsd9ycg6h2r07zvbpbkatun,Img645.bmp,Experimento3,FALSE,13337,13337,1,49,115,126,1,92,24,126,14
clcsda7fq1svc07177mj01hu4,Img646.bmp,Experimento3,FALSE,13224,13224,0,43,120,113,2,93,22,113,14
clcsdajff70cq08zp3m4s9jm5,Img647.bmp,Experimento3,FALSE,3032,3032,0,48,120,124,1,93,23,124,16
clcsdau176hrn07y18mx02osk,Img648.bmp,Experimento3,FALSE,10894,10894,0,50,115,120,2,92,25,120,11
clcsdbcnb2jc7071i3uiq9pui,Img649.bmp,Experimento3,FALSE,2584,2584,0,50,114,117,2,92,23,117,15
clcsdbny45yuq07xvgw6z25ov,Img650.bmp,Experimento3,FALSE,11836,11836,0,48,121,112,1,92,24,112,17
clcsdbuxc63kz07zqfjajdju2,Img651.bmp,Experimento3,FALSE,16937,16937,0,53,111,123,1,91,26,123,21
clcsdc3u050ax07zr73p70ghr,Img652.bmp,Experimento3,FALSE,20154,20154,1,49,116,122,1,92,25,122,21
clcsdcfie6d2g07zmau2hhljh,Img653.bmp,Experimento3,FALSE,11052,11052,0,48,132,105,4,92,24,105,21
clcsdcqm44zo308zq6jvueppj,Img654.bmp,Experimento3,FALSE,1855,1855,0,44,128,109,1,92,24,109,19
clcsdcype6ha007zv80yg8jsz,Img655.bmp,Experimento3,FALSE,149,149,0,43,139,105,1,92,24,105,19
clcsdd6ne70if08zp2yhl2ys9,Img656.bmp,Experimento3,FALSE,10534,10534,0,49,118,109,1,92,24,109,17
clcsddf9h63oi07zq4o6s7eit,Img657.bmp,Experimento3,FALSE,1981,1981,0,45,121,109,1,92,24,109,17
clcsddr514who08wh2sltddfx,Img658.bmp,Experimento3,FALSE,8008,8008,0,44,126,109,3,91,25,109,19
clcsddzm9389u07yn4t4j2krr,Img659.bmp,Experimento3,FALSE,20738,20738,0,44,122,112,3,91,25,112,16
clcsde8lb70ko08zp491keb2a,Img660.bmp,Experimento3,FALSE,263,263,0,48,123,113,3,92,24,113,16
clcsdeozv6nld07z2b4ztfue9,Img661.bmp,Experimento3,FALSE,15049,15049,0,40,128,117,3,92,24,117,14
clcsdeuk04wkx08wh5wmc83q9,Img662.bmp,Experimento3,FALSE,14701,14701,1,51,110,118,4,92,24,118,11
clcsdf3yx63sk07zq6tj9f6rb,Img663.bmp,Experimento3,FALSE,14893,14893,1,50,114,117,1,92,24,117,14
clcsdffmm4ztb08zq4q0zfmcd,Img664.bmp,Experimento3,FALSE,10342,10342,1,50,115,121,2,92,24,121,13
clcsdfrdh38dw07ynea089ccw,Img665.bmp,Experimento3,FALSE,1527,1527,1,51,110,126,1,92,24,126,8
clcsdg33070om08zp8v89cumq,Img666.bmp,Experimento3,FALSE,14642,14642,0,21,159,98,1,93,22,98,15
clcsdgbey1t8u07175xbc7z5h,Img667.bmp,Experimento3,FALSE,13693,13693,0,39,129,106,3,93,23,106,12
clcsdgpit1t9l0717ga1qapnv,Img668.bmp,Experimento3,FALSE,10003,10003,0,44,121,112,2,93,22,112,11
clcty4p8s0r6n071a61ynffcm,Img967.bmp,Experimento3,FALSE,11398,11398,0,42,122,99,2,93,23,99,16
clcty4psg1aeh07w18eyq344u,Img968.bmp,Experimento3,FALSE,2079,2079,0,42,122,101,1,94,22,101,14
clcty55am1pjc070f51140ww6,Img969.bmp,Experimento3,FALSE,13015,13015,0,42,122,94,1,93,25,94,21
clcty5gsg1r72070w2keg4txa,Img970.bmp,Experimento3,FALSE,10075,10075,0,42,123,100,1,94,22,100,15
clcty5v5s1e4i09zp5xa19kuc,Img971.bmp,Experimento3,FALSE,25146,25146,0,42,122,104,2,94,22,104,11
clcty65471j3y070kapza8psh,Img972.bmp,Experimento3,FALSE,28825,28825,0,42,123,102,2,94,22,102,13
clcty6kwz1cyi07yh2hji8npb,Img973.bmp,Experimento3,FALSE,10224,10224,0,42,124,104,1,94,22,104,11
clcty75cf2e6t07zx5a1p15bv,Img974.bmp,Experimento3,FALSE,9573,9573,0,43,121,103,1,94,22,103,12
clcty7cvz1rei070w17kp7g2w,Img975.bmp,Experimento3,FALSE,10667,10667,0,42,123,103,2,94,22,103,12
clcty7juh1jef08zn5ci58xk3,Img976.bmp,Experimento3,FALSE,9702,9702,0,42,121,103,1,94,22,103,12
clcty7qoz1jev08znhptl4b05,Img977.bmp,Experimento3,FALSE,8982,8982,0,43,121,104,1,94,22,104,11
clcty7yfb1dos071245tt3nma,Img978.bmp,Experimento3,FALSE,10594,10594,0,42,123,102,1,94,22,102,13
clcty85ch1bkc070d8e4tergp,Img979.bmp,Experimento3,FALSE,9929,9929,0,42,123,99,1,94,22,99,16
clcty8djd1jgt08zn84mm8rdn,Img980.bmp,Experimento3,FALSE,3086,3086,0,42,122,100,2,93,23,100,15
clcty8jpu1nnb07wdhro75r8i,Img981.bmp,Experimento3,FALSE,25554,25554,0,42,122,100,1,94,21,100,15
clcty8qzt1dqr0706fqu740pa,Img982.bmp,Experimento3,FALSE,2191,2191,0,42,122,92,2,94,22,92,23
clcty98ds1dsw0706cmvh5pou,Img983.bmp,Experimento3,FALSE,38805,38805,0,42,123,85,1,93,24,85,30
clcty9ty71dv907120qqh5f1l,Img984.bmp,Experimento3,FALSE,6705,6705,0,42,122,90,1,93,23,90,25
clctyahk31dxj0712ess3ekgl,Img985.bmp,Experimento3,FALSE,1794,1794,0,42,122,91,2,93,23,91,24
clctyaphg1dy107061a8b1n5q,Img986.bmp,Experimento3,FALSE,14758,14758,0,41,123,93,1,93,23,93,22
clctyb1441hn407z11mbh57kw,Img987.bmp,Experimento3,FALSE,19331,19331,0,41,124,92,1,93,24,92,23
clctybfbw1e1m0712ejmjdkut,Img988.bmp,Experimento3,FALSE,15948,15948,0,42,123,92,1,93,24,92,23
clctybr241b6107zg98ba6dqt,Img989.bmp,Experimento3,FALSE,11431,11431,0,42,122,81,1,93,25,81,34
cld11gjvg0tf4071pafplegkk,Img505.bmp,Experimento3,FALSE,295953,295953,0,48,118,106,1,93,24,106,28
cld11gtif0tup071acaszgiar,Img506.bmp,Experimento3,FALSE,12627,12627,0,47,118,101,1,93,25,101,30
cld11h0af0pmt0726ddta9cve,Img396.bmp,Experimento3,FALSE,29891,29891,0,50,120,96,2,94,24,96,35
cld11hchp0z9s072e8mb3473w,Img397.bmp,Experimento3,FALSE,8532,8532,0,47,118,98,3,93,25,98,35
cld11hmfx0swg070khlp8evmo,Img398.bmp,Experimento3,FALSE,19597,19597,0,47,119,103,2,94,24,103,29
cld11huc20zaz072eb33z0f81,Img670.bmp,Experimento3,FALSE,3435,3435,0,42,127,87,2,93,23,87,41
cld11i87x0tyw071a0gti354y,Img453.bmp,Experimento3,FALSE,310665,310665,0,44,124,92,2,95,24,92,37
cld11ifwh0zdd072efe9hdb09,Img454.bmp,Experimento3,FALSE,10182,10182,0,46,123,97,1,95,24,97,33
cld11ipu90p8i070zdcym1cyh,Img750.bmp,Experimento3,FALSE,4842,4842,0,47,120,102,2,94,24,102,31
cld11iwrg0mf007z11erkf77k,Img751.bmp,Experimento3,FALSE,10957,10957,1,48,116,109,2,94,24,109,25
cld11j4750v1i07xaeus8f30u,Img752.bmp,Experimento3,FALSE,18912,18912,0,48,115,109,5,94,24,109,24
cld11jf5t0pag070zeo5ugdlf,Img256.bmp,Experimento3,FALSE,1384,1384,0,46,125,88,1,95,24,88,29
cld11jov10tou071pao8z936v,Img257.bmp,Experimento3,FALSE,19218,19218,0,45,126,89,3,95,24,89,31
cld11jwl40v3e07xa2yu4hn8f,Img753.bmp,Experimento3,FALSE,7566,7566,1,48,117,105,1,93,24,105,28
cld11k5480v3z07xadttt3nmu,Img754.bmp,Experimento3,FALSE,19279,19279,1,47,117,111,1,93,25,111,23
cld11kciz0pvj07264h61glxl,Img755.bmp,Experimento3,FALSE,10084,10084,1,47,119,112,2,94,24,112,24
cld11kpog0amg073p0quq7vig,Img756.bmp,Experimento3,FALSE,19081,19081,0,34,138,83,1,94,25,83,34
cld11kx8j048907185d40bz2h,Img757.bmp,Experimento3,FALSE,2038,2038,0,45,122,87,1,93,26,87,35
cld11lcb31a5g070fb60j5bgv,Img758.bmp,Experimento3,FALSE,18315,18315,0,43,124,92,1,94,24,92,35
cld11ljsc1a6b070fgdgu9hyj,Img759.bmp,Experimento3,FALSE,9666,9666,0,44,127,93,2,94,24,93,37
cld11lsmw0sjz071re3202v1n,Img760.bmp,Experimento3,FALSE,5304,5304,0,45,125,100,4,94,23,100,33
cld11lzbq0zni072e2cijcovt,Img761.bmp,Experimento3,FALSE,19525,19525,0,45,124,99,3,94,24,99,32
cld11m6q90t8t070k1dnk3hkw,Img762.bmp,Experimento3,FALSE,9498,9498,0,45,124,100,2,93,24,100,32
cld11mi1w0nex071q0cyaca17,Img763.bmp,Experimento3,FALSE,1047,1047,0,47,119,100,1,93,25,100,33
cld11mpro0va707xa7g8870yq,Img764.bmp,Experimento3,FALSE,1213,1213,0,46,118,100,2,94,23,100,31
cld11mwme0vam07xa8gh96q13,Img765.bmp,Experimento3,FALSE,12996,12996,0,47,120,99,2,93,25,99,32
cld11n5ki0zqk072e5frmcyoe,Img766.bmp,Experimento3,FALSE,19021,19021,0,47,118,104,1,93,24,104,27
cld11nds10mrj07z16nvif33l,Img767.bmp,Experimento3,FALSE,8815,8815,0,48,118,104,1,92,26,104,29
cld11no3y0ue6071a6d6mbdn1,Img768.bmp,Experimento3,FALSE,1097,1097,0,47,120,104,1,92,25,104,30
cld11nvdw0pjn07yu8grz11sb,Img769.bmp,Experimento3,FALSE,9591,9591,1,48,118,111,2,93,24,111,24
cld11o1vr0q6m0726cixc9efq,Img770.bmp,Experimento3,FALSE,569,569,1,47,116,110,1,93,24,110,24
cld11o9rp063c07yz99nqgbh3,Img771.bmp,Experimento3,FALSE,22865,22865,0,44,127,87,1,92,26,87,33
cld11oh1a0tf0070kh0ys685o,Img772.bmp,Experimento3,FALSE,14848,14848,0,43,129,97,3,93,24,97,31
cld11p2r40sq7072le58m3xiz,Img773.bmp,Experimento3,FALSE,16395,16395,0,47,116,95,5,92,26,95,36
cld11pd0r0suw071r5hl7dqxa,Img774.bmp,Experimento3,FALSE,12812,12812,0,46,122,96,4,92,25,96,33
cld11pot50ukd071afgmq1kln,Img775.bmp,Experimento3,FALSE,20106,20106,0,45,122,99,1,92,25,99,34
cld11q1s50vju07xa6vw59oir,Img776.bmp,Experimento3,FALSE,13195,13195,0,45,122,95,1,93,24,95,37
cld11qjpp0zzx072efk2y915q,Img777.bmp,Experimento3,FALSE,1123,1123,0,36,138,92,1,93,24,92,39
cld11qsb80npt071qdxwz343c,Img778.bmp,Experimento3,FALSE,12297,12297,0,46,122,96,1,92,25,96,32
cld11r2tz0qev0726euy392cc,Img779.bmp,Experimento3,FALSE,10711,10711,0,47,121,107,3,92,25,107,29
cld11rbue0n2v07z1g7fy9g2x,Img780.bmp,Experimento3,FALSE,19198,19198,0,46,121,105,1,92,25,105,27
cld11rm3o0b58073p3vtpd148,Img781.bmp,Experimento3,FALSE,10882,10882,0,45,120,104,3,93,24,104,29
cld11ruih0pu8071uejnqbu2s,Img782.bmp,Experimento3,FALSE,1502,1502,0,47,121,97,1,92,25,97,36
cld11s24w0ub2071pdf4bg9lc,Img783.bmp,Experimento3,FALSE,16768,16768,0,45,137,96,1,92,25,96,34
cld11sb1j0toh070k1n4y542r,Img784.bmp,Experimento3,FALSE,12944,12944,1,48,116,95,3,92,25,95,49
cld11sjad0t4l071rc38hcm8l,Img785.bmp,Experimento3,FALSE,20498,20498,1,47,118,107,2,91,25,107,39
cld11sx5k05zz071u0b5i7hsy,Img786.bmp,Experimento3,FALSE,13092,13092,1,48,115,107,1,92,24,107,40
cld11tf650wuq070k1ren5bd5,Img787.bmp,Experimento3,FALSE,1147,1147,0,47,118,112,3,92,25,112,31
cld11tnmn0wvv070k7leg36i2,Img788.bmp,Experimento3,FALSE,17882,17882,0,22,162,71,1,93,24,71,42
cld11tz450yf20738gjz10lz6,Img789.bmp,Experimento3,FALSE,10813,10813,0,42,128,75,3,92,24,75,41
cld11u8al0nz4071qdpapbl56,Img790.bmp,Experimento3,FALSE,8586,8586,0,42,125,87,2,92,24,87,34
cld11ufx40wy3070k9hxj42qb,Img791.bmp,Experimento3,FALSE,11048,11048,0,37,129,91,1,91,26,91,33
cld11unov0uia071paghxcu49,Img792.bmp,Experimento3,FALSE,22792,22792,0,37,130,92,1,92,25,92,35
cld11v1ko1h2u070f3xf4514x,Img793.bmp,Experimento3,FALSE,16749,16749,0,40,126,105,3,91,25,105,34
cld11vi4y0860071858k6378h,Img794.bmp,Experimento3,FALSE,83408,83408,0,45,129,140,1,92,25,73,51
cld11vsb410e8072eg1axbrfp,Img795.bmp,Experimento3,FALSE,16402,16402,0,43,125,86,4,92,25,86,35
cld11xnx90hs4073p1c14gl9t,Img796.bmp,Experimento3,FALSE,15186,15186,0,44,119,92,1,91,26,92,30
cld11xycf0wnb070z12f8d9he,Img797.bmp,Experimento3,FALSE,17906,17906,0,44,119,91,2,92,25,91,33
cld11ybc316qq072ecd3g12at,Img798.bmp,Experimento3,FALSE,262,262,0,47,115,94,1,91,25,94,37
cld11ynm90tg107yuah1ad62a,Img799.bmp,Experimento3,FALSE,18473,18473,1,47,116,100,1,91,26,100,41
cld11yu3n0fr6071ucb9xhqo0,Img800.bmp,Experimento3,FALSE,18889,18889,0,44,121,83,1,92,25,83,42
cld11z3di0uk9071qd394fp7j,Img801.bmp,Experimento3,FALSE,1104,1104,0,45,118,97,4,92,25,97,30
cld11zhyv16o6070k0npmc4t0,Img802.bmp,Experimento3,FALSE,15099,15099,0,46,118,94,1,91,26,94,33
cld11zpe40zpm072lcqjd6ozy,Img803.bmp,Experimento3,FALSE,19473,19473,0,46,118,103,1,92,25,103,29
cld11zxi41471071pe77d2d9w,Img804.bmp,Experimento3,FALSE,8982,8982,0,45,120,94,1,92,24,94,31
cld1209g519z3072e6b8u0qi4,Img805.bmp,Experimento3,FALSE,101,101,0,46,118,89,3,92,26,89,33
cld120h5y1ei307zi4cujeb76,Img806.bmp,Experimento3,FALSE,9779,9779,0,46,119,94,1,92,26,94,31
cld120o1w10fr07267qatbf5k,Img807.bmp,Experimento3,FALSE,9789,9789,0,45,121,94,3,92,26,94,32
cld120vew1cy7070kbnrc1ksr,Img808.bmp,Experimento3,FALSE,10278,10278,1,45,119,100,1,91,26,100,28
cld1212jd1g1u070kakxeej6p,Img809.bmp,Experimento3,FALSE,10272,10272,1,48,115,101,1,92,25,101,29
cld1219np188s073865jzh6dt,Img810.bmp,Experimento3,FALSE,9072,9072,1,48,115,107,4,92,25,107,26
cld121h7j18ux07xa6hgh1gp8,Img811.bmp,Experimento3,FALSE,8906,8906,0,33,142,78,1,93,24,78,37
cld121on118vj07xa8bh14s8p,Img812.bmp,Experimento3,FALSE,10609,10609,0,41,125,86,3,93,24,86,32
cld121v6d0vis071aazv68fhh,Img813.bmp,Experimento3,FALSE,2011,2011,0,43,123,87,2,92,25,87,34
cld1221mg10jk07268rfob8k9,Img814.bmp,Experimento3,FALSE,18782,18782,0,42,125,90,2,92,26,90,33
cld122aye0la6073ph33tb75q,Img815.bmp,Experimento3,FALSE,251,251,0,41,128,94,1,92,25,94,32
cld122k1219j107z1gfu1cy5s,Img816.bmp,Experimento3,FALSE,58515,58515,0,42,124,99,1,92,25,99,39
cld122r320ab407yzbvpc9csj,Img817.bmp,Experimento3,FALSE,19693,19693,0,42,125,92,1,93,24,92,31
cld123frs1bi20738cqdm6799,Img818.bmp,Experimento3,FALSE,901,901,0,42,124,91,1,93,24,91,33
cld123udx166t072l12iyczx7,Img819.bmp,Experimento3,FALSE,9083,9083,0,45,118,94,1,93,25,94,33
cld12425x0wz207yu44989qx2,Img820.bmp,Experimento3,FALSE,10316,10316,0,44,119,95,3,93,25,95,33
cld1248md0phb071uhk1u68c2,Img821.bmp,Experimento3,FALSE,10925,10925,0,44,119,97,2,93,25,97,31
cld124fur0y3a071q3n4z7gbl,Img822.bmp,Experimento3,FALSE,16237,16237,0,45,118,100,3,93,25,100,29
cld124nb91jjf072ecet95887,Img823.bmp,Experimento3,FALSE,29605,29605,0,45,117,104,1,92,26,104,29
cld1257g219iz070z40b51yy3,Img824.bmp,Experimento3,FALSE,4372,4372,0,44,119,110,3,93,25,110,23
cld125ov51jmq072e9l35cpa6,Img825.bmp,Experimento3,FALSE,19827,19827,0,42,123,103,2,93,25,103,33
cld125wln1214071abfcf0t7j,Img826.bmp,Experimento3,FALSE,903,903,0,42,122,105,4,93,25,105,29
cld1267ja1kz1070f6od8cke1,Img827.bmp,Experimento3,FALSE,9309,9309,0,44,121,102,3,93,24,102,35
cld126fof0x5e07yuf0tf5yoj,Img828.bmp,Experimento3,FALSE,9792,9792,0,41,127,93,1,93,24,93,41
cld126m6s13hl071r8kvz5fd3,Img829.bmp,Experimento3,FALSE,10934,10934,0,42,123,91,3,94,24,91,42
cld126syn11d0071q9k8t0pmr,Img830.bmp,Experimento3,FALSE,11006,11006,0,47,117,83,2,93,25,83,51
cld12703c13ce071u1eax90az,Img831.bmp,Experimento3,FALSE,9518,9518,0,45,118,94,2,92,26,94,49
cld1278a70xqb0718en3pb743,Img832.bmp,Experimento3,FALSE,9909,9909,0,45,117,96,2,93,24,96,47
cld127giz0x9307yu5r5if2nc,Img833.bmp,Experimento3,FALSE,6854,6854,0,40,122,89,5,93,25,89,42
cld127n1h0suw071u4fd7fga3,Img834.bmp,Experimento3,FALSE,28884,28884,0,36,125,90,4,93,24,90,41
cld127u7y1o5w070f8wmx508p,Img835.bmp,Experimento3,FALSE,5089,5089,0,43,120,90,1,93,25,90,42
cld128eiq127x071a3rvs0h22,Img836.bmp,Experimento3,FALSE,10734,10734,0,43,121,84,1,93,26,84,45
cld128lo316in072lcsyd45d8,Img837.bmp,Experimento3,FALSE,19222,19222,0,39,124,83,3,93,25,83,50
cld128wvg0v2a073p5kgi3wfn,Img838.bmp,Experimento3,FALSE,4086,4086,0,39,126,86,3,93,25,86,49
cld1295g41j9v07z143gjfh10,Img839.bmp,Experimento3,FALSE,1075,1075,0,46,120,91,2,93,25,91,43
cld129cw01dw1071q8a9bfzom,Img840.bmp,Experimento3,FALSE,12306,12306,1,42,123,104,1,94,24,104,39
cld129nex110u0718bcsu3ou4,Img841.bmp,Experimento3,FALSE,15195,15195,0,43,119,104,2,92,26,104,51
cld129w0z1rhc070f59zvgqrn,Img842.bmp,Experimento3,FALSE,10912,10912,0,45,117,107,4,93,25,107,39
cld12a5uv1d04070z7npjajlx,Img843.bmp,Experimento3,FALSE,13191,13191,0,36,139,65,1,94,25,65,58
cld12ahx71d17070z1ldk7za5,Img844.bmp,Experimento3,FALSE,10789,10789,0,41,124,78,1,94,25,78,44
cld12aqxt11cx073p6juh5ipr,Img845.bmp,Experimento3,FALSE,18781,18781,0,41,126,83,2,93,25,83,42
cld12b1h61roq07zi72ej442h,Img846.bmp,Experimento3,FALSE,9578,9578,0,42,128,81,2,93,26,81,48
cld12bakz1q3x070kfyn8hgh1,Img847.bmp,Experimento3,FALSE,878,878,0,42,127,93,3,94,24,93,38
cld12bhod1rqa07zi0zrfhfx8,Img848.bmp,Experimento3,FALSE,4227,4227,0,41,125,96,2,94,24,96,36
cld12bol61rqw07zihqv1gadx,Img849.bmp,Experimento3,FALSE,19719,19719,0,42,123,93,1,93,25,93,35
cld12buyw1mk907z1byz1hqgb,Img850.bmp,Experimento3,FALSE,9808,9808,0,44,124,97,2,93,25,97,32
cld12c5id0tjx07yz21w3d35h,Img851.bmp,Experimento3,FALSE,993,993,0,50,114,97,1,93,25,97,32
cld12cdcs10qy07yu7uw974fd,Img852.bmp,Experimento3,FALSE,932,932,0,45,119,98,1,94,24,98,34
cld12ckgh1xv5070f6add1rkl,Img853.bmp,Experimento3,FALSE,1699,1699,0,47,117,100,1,93,24,100,32
cld12crnd1ppx07z1eigg1vtv,Img854.bmp,Experimento3,FALSE,13981,13981,1,46,118,107,3,94,24,107,39
cld12cyez1xvu070f1lzcactz,Img855.bmp,Experimento3,FALSE,25603,25603,0,33,135,86,3,93,25,86,43
cld12d7a61wfj070kcahh1q9f,Img856.bmp,Experimento3,FALSE,18148,18148,0,42,126,86,1,93,25,86,41
cld12dq3516wq071ucyx15ke7,Img857.bmp,Experimento3,FALSE,9347,9347,0,48,114,102,2,93,25,102,37
cld12e2n318ta071aff681vlo,Img858.bmp,Experimento3,FALSE,1817,1817,0,46,114,99,2,92,26,99,35
cld12e90f15ql071u7xmfeeio,Img859.bmp,Experimento3,FALSE,19408,19408,0,43,119,89,1,93,25,89,42
cld12eg3v14q6073p60bf3ifj,Img860.bmp,Experimento3,FALSE,10753,10753,0,47,115,96,1,93,25,96,32
cld12eor61bxv071a0ty74dpe,Img861.bmp,Experimento3,FALSE,8707,8707,0,43,122,89,1,93,25,89,39
cld12ewd61zng070kaw1u0b11,Img862.bmp,Experimento3,FALSE,856,856,0,50,112,95,1,93,25,95,36
cld12f4n31pw907z16te71a57,Img863.bmp,Experimento3,FALSE,1,0,0,49,114,89,1,92,26,89,38
cld12faxm1mn8070zaud4hcq7,Img864.bmp,Experimento3,FALSE,3692,3692,1,48,117,92,1,92,26,92,57
cld12fh6d1moe071rag13d6g1,Img865.bmp,Experimento3,FALSE,9408,9408,1,48,112,98,6,92,25,98,49
cld3wrn0x0qsp07v09dat4zva,Img866.bmp,Experimento3,FALSE,25853,25853,0,48,111,113,1,94,23,113,23
cld3ws9yw0lt707ymfvm07b0h,Img867.bmp,Experimento3,FALSE,19088,19088,0,36,132,91,1,92,25,91,35
cld3wsvm50nzj07z32lezcqoc,Img868.bmp,Experimento3,FALSE,8891,8891,0,43,119,93,1,92,25,93,34
cld3wt8630oz1070859735310,Img869.bmp,Experimento3,FALSE,3082,3082,0,44,116,104,3,93,24,104,28
cld3wtfjc0ozl0708ffdygz9h,Img870.bmp,Experimento3,FALSE,19424,19424,0,44,117,112,1,93,24,112,30
cld3wtlz50oy507wshtfre25h,Img871.bmp,Experimento3,FALSE,9226,9226,0,47,114,110,3,92,25,110,29
cld3wtvmu0nw307yhh5d1cftz,Img872.bmp,Experimento3,FALSE,2941,2941,0,43,122,78,1,93,24,78,40
cld3wu3ai0od3070bb12r8543,Img873.bmp,Experimento3,FALSE,11441,11441,0,29,153,71,1,93,25,71,40
cld3wu9z1133707zfdawc7ex5,Img874.bmp,Experimento3,FALSE,18645,18645,0,45,117,79,1,93,25,79,39
cld3wujhl0me207xp9oce75wz,Img875.bmp,Experimento3,FALSE,9797,9797,0,45,117,84,2,93,25,84,37
cld3wusnc0p2907ws4q6w82qr,Img876.bmp,Experimento3,FALSE,1,0,0,45,116,91,1,92,25,91,32
cld3wuzum0qfa07yb208x3bi7,Img877.bmp,Experimento3,FALSE,10965,10965,0,48,114,91,2,93,24,91,34
cld3wv6pn136j07zf600h9up7,Img878.bmp,Experimento3,FALSE,15,15,0,46,119,93,1,92,25,93,28
cld3wvqbb0ozq07y7fnk02v8t,Img879.bmp,Experimento3,FALSE,187,187,0,47,116,88,1,92,25,88,34
cld3wvyds0mj207xp871q231v,Img880.bmp,Experimento3,FALSE,955,955,0,48,114,95,1,92,25,95,30
cld3ww72p0mns07yi9c3g6gg2,Img881.bmp,Experimento3,FALSE,4902,4902,0,50,110,102,1,91,26,102,29
cld3wwe4x0p1s07y719nk82zw,Img882.bmp,Experimento3,FALSE,11341,11341,0,50,112,105,2,92,25,105,32
cld3wwlzz0mlg07xpetgq0jy8,Img883.bmp,Experimento3,FALSE,18311,18311,0,52,106,108,1,92,25,108,25
cld3wwxdx0o5i07wp85j9gez8,Img884.bmp,Experimento3,FALSE,9487,9487,0,36,136,85,1,93,24,85,33
cld3wx6gp0olw07ye7wvlbe66,Img885.bmp,Experimento3,FALSE,7892,7892,0,47,118,91,1,92,24,91,32
cld3wxd9f0o6l07wpfu5t8l4h,Img886.bmp,Experimento3,FALSE,8944,8944,0,48,112,93,1,91,27,93,38
cld3wxk3q0pba07ws8z86c77t,Img887.bmp,Experimento3,FALSE,8918,8918,0,48,115,101,4,92,24,101,26
cld9p0tqu0n8t07ye1vqzbkzg,Img671.bmp,Experimento3,FALSE,16894,16894,0,44,123,103,3,92,24,103,25
